raceid,driverid,constructorid,grid
87,11,16,19
88,23,7,1
88,18,16,2
88,21,4,3
88,32,9,4
88,11,16,5
88,14,9,6
88,17,3,7
88,35,15,8
88,22,6,9
88,13,15,10
88,39,17,11
88,42,3,12
88,27,18,13
88,30,6,14
88,38,18,15
88,4,4,16
88,8,1,17
88,31,1,18
88,15,7,19
88,33,17,20
89,4,4,1
89,21,4,2
89,8,1,3
89,18,16,4
89,31,1,5
89,30,6,6
89,14,9,7
89,22,6,8
89,23,7,9
89,17,3,10
89,13,15,11
89,15,7,12
89,42,3,13
89,32,9,14
89,39,17,15
89,35,15,16
89,11,16,17
89,27,18,18
89,33,17,19
89,38,18,20
53,30,6,1
53,13,6,2
53,18,11,3
53,4,4,4
53,31,1,5
53,22,11,6
53,17,3,7
53,32,9,8
53,21,4,9
53,2,2,10
53,35,2,11
53,3,3,12
53,14,9,13
53,15,7,14
53,24,5,15
53,26,5,16
53,23,7,17
53,27,13,18
53,33,13,19
53,11,8,20
53,34,8,21
53,8,1,22
54,21,4,1
54,18,11,2
54,3,3,3
54,17,3,4
54,31,1,5
54,8,1,6
54,4,4,7
54,32,9,8
54,15,7,9
54,35,2,10
54,2,2,11
54,26,5,12
54,24,5,13
54,30,6,14
54,27,13,15
54,33,13,16
54,11,8,17
54,34,8,18
54,14,9,19
54,22,11,20
54,13,6,21
54,23,7,22
55,18,11,1
55,21,4,2
55,4,4,3
55,8,1,4
55,31,1,5
55,23,7,6
55,17,3,7
55,2,2,8
55,15,7,9
55,30,6,10
55,14,9,11
55,24,5,12
55,32,9,13
55,3,3,14
55,13,6,15
55,22,11,16
55,27,13,17
55,26,5,18
55,35,2,19
55,33,13,20
55,11,8,21
55,34,8,22
56,30,6,1
56,18,11,2
56,22,11,3
56,13,6,4
56,4,4,5
56,23,7,6
56,31,1,7
56,8,1,8
56,15,7,9
56,17,3,10
56,21,4,11
56,35,2,12
56,3,3,13
56,14,9,14
56,2,2,15
56,24,5,16
56,32,9,17
56,26,5,18
56,33,13,19
56,27,13,20
56,11,8,21
56,34,8,22
57,4,4,1
57,30,6,2
57,13,6,3
57,22,11,4
57,8,1,5
57,18,11,6
57,15,7,7
57,31,1,8
57,35,2,9
57,23,7,10
57,21,4,11
57,14,9,12
57,2,2,13
57,24,5,14
57,32,9,15
57,27,13,16
57,26,5,17
57,33,13,18
57,17,3,19
57,11,8,20
57,36,8,21
57,3,3,22
58,4,4,1
58,21,4,2
58,30,6,3
58,13,6,4
58,22,11,5
58,23,7,6
58,15,7,7
58,18,11,8
58,8,1,9
58,2,2,10
58,17,3,11
58,31,1,12
58,3,3,13
58,32,9,14
58,24,5,15
58,26,5,16
58,33,13,17
58,27,13,18
58,11,8,19
58,36,8,20
58,14,9,21
58,35,2,22
59,4,4,1
59,17,3,2
59,8,1,3
59,31,1,4
59,22,11,5
59,15,7,6
59,14,9,7
59,3,3,8
59,21,4,9
59,23,7,10
59,32,9,11
59,24,5,12
59,18,11,13
59,35,2,14
59,2,2,15
59,27,13,16
59,33,13,17
59,26,5,18
59,11,8,19
59,36,8,20
59,13,6,21
60,4,4,1
60,8,1,2
60,30,6,3
60,13,6,4
60,21,4,5
60,22,11,6
60,23,7,7
60,31,1,8
60,2,2,9
60,35,2,10
60,14,9,11
60,3,3,12
60,24,5,13
60,32,9,14
60,26,5,15
60,33,13,16
60,17,3,17
60,27,13,18
60,18,11,19
60,11,8,20
60,36,8,21
60,15,7,22
61,4,4,1
61,21,4,2
61,8,1,3
61,15,7,4
61,30,6,5
61,3,3,6
61,31,1,7
61,18,11,8
61,22,11,9
61,13,6,10
61,35,2,11
61,32,9,12
61,2,2,13
61,23,7,14
61,24,5,15
61,17,3,16
61,26,5,17
61,33,13,18
61,27,13,19
61,11,8,20
61,36,8,21
61,14,9,22
62,30,6,1
62,13,6,2
62,21,4,3
62,22,11,4
62,4,4,5
62,35,2,6
62,18,11,7
62,23,7,8
62,8,1,9
62,2,2,10
62,31,1,11
62,17,3,12
62,26,5,13
62,27,13,14
62,33,13,15
62,32,9,16
62,14,9,17
62,11,8,18
62,36,8,19
62,24,5,20
62,3,3,21
63,30,6,1
63,13,6,2
63,4,4,3
63,15,7,4
63,23,7,5
63,8,1,6
63,21,4,7
63,37,1,8
63,14,9,9
63,17,3,10
63,2,2,11
63,32,9,12
63,22,11,13
63,26,5,14
63,27,13,15
63,35,2,16
63,18,11,17
63,3,3,18
63,33,13,19
63,36,8,20
63,11,8,21
63,24,5,22
64,8,1,1
64,30,6,2
64,13,6,3
64,18,11,4
64,21,4,5
64,22,11,6
64,4,4,7
64,23,7,8
64,37,1,9
64,14,9,10
64,17,3,11
64,32,9,12
64,35,2,13
64,3,3,14
64,2,2,15
64,24,5,16
64,11,8,17
64,33,13,18
64,26,5,19
64,15,7,20
64,27,13,21
65,8,1,1
65,13,6,2
65,22,11,3
65,37,1,4
65,17,3,5
65,23,7,6
65,21,4,7
65,15,7,8
65,9,2,9
65,2,2,10
65,30,6,11
65,14,9,12
65,32,9,13
65,18,11,14
65,4,4,15
65,33,13,16
65,24,5,17
65,3,3,18
65,11,8,19
65,26,5,20
65,29,8,21
65,27,13,22
66,13,6,1
66,30,6,2
66,4,4,3
66,21,4,4
66,2,2,5
66,18,11,6
66,8,1,7
66,9,2,8
66,17,3,9
66,32,9,10
66,37,1,11
66,15,7,12
66,22,11,13
66,3,3,14
66,23,7,15
66,14,9,16
66,26,5,17
66,24,5,18
66,33,13,19
66,29,8,20
66,11,8,21
66,27,13,22
67,8,1,1
67,30,6,2
67,2,2,3
67,13,6,4
67,18,11,5
67,9,2,6
67,37,1,7
67,22,11,8
67,21,4,9
67,4,4,10
67,15,7,11
67,3,3,12
67,23,7,13
67,14,9,14
67,26,5,15
67,32,9,16
67,24,5,17
67,27,14,18
67,17,3,19
67,33,14,20
67,11,8,21
67,29,8,22
68,4,4,1
68,21,4,2
68,22,11,3
68,18,11,4
68,8,1,5
68,30,6,6
68,37,1,7
68,2,2,8
68,9,2,9
68,38,9,10
68,26,5,11
68,14,9,12
68,24,5,13
68,17,3,14
68,3,3,15
68,23,7,16
68,15,7,17
68,33,14,18
68,29,8,19
68,13,6,20
68,11,8,21
68,27,14,22
69,13,6,1
69,30,6,2
69,23,7,3
69,15,7,4
69,4,4,5
69,21,4,6
69,18,11,7
69,22,11,8
69,2,2,9
69,3,3,10
69,8,1,11
69,9,2,12
69,37,1,13
69,17,3,14
69,24,5,15
69,27,14,16
69,14,9,17
69,38,9,18
69,26,5,19
69,11,8,20
69,33,14,21
69,29,8,22
70,13,6,1
70,8,1,2
70,15,7,3
70,4,4,4
70,22,11,5
70,21,4,6
70,23,7,7
70,2,2,8
70,9,2,9
70,30,6,10
70,17,3,11
70,37,1,12
70,3,3,13
70,18,11,14
70,24,5,15
70,26,5,16
70,27,14,17
70,14,9,18
70,11,8,19
70,29,8,20
70,33,14,21
70,38,9,22
36,8,6,1
36,4,1,2
36,2,2,3
36,1,1,4
36,9,2,5
36,21,4,6
36,17,9,7
36,15,7,8
36,23,7,9
36,11,8,10
36,19,8,11
36,3,3,12
36,5,4,13
36,18,11,14
36,25,3,15
36,22,11,16
36,26,5,17
36,14,9,18
36,24,5,19
36,16,12,20
36,27,12,21
36,13,6,22
37,13,6,1
37,4,1,2
37,8,6,3
37,1,1,4
37,2,2,5
37,3,3,6
37,9,2,7
37,15,7,8
37,23,7,9
37,17,9,10
37,5,4,11
37,21,4,12
37,14,9,13
37,11,8,14
37,18,11,15
37,24,5,16
37,26,5,17
37,19,8,18
37,25,3,19
37,27,12,20
37,16,12,21
37,22,11,22
38,13,6,1
38,1,1,2
38,8,6,3
38,4,1,4
38,2,2,5
38,9,2,6
38,21,4,7
38,17,9,8
38,15,7,9
38,3,3,10
38,25,3,11
38,5,4,12
38,19,8,13
38,23,7,14
38,22,11,15
38,18,11,16
38,11,8,17
38,24,5,18
38,26,5,19
38,16,12,20
38,14,9,21
38,27,12,22
39,13,6,1
39,4,1,2
39,8,6,3
39,1,1,4
39,9,2,5
39,15,7,6
39,2,2,7
39,5,4,8
39,14,9,9
39,21,4,10
39,3,3,11
39,22,11,12
39,11,8,13
39,18,11,14
39,19,8,15
39,24,5,16
39,23,7,17
39,25,3,18
39,17,9,19
39,16,12,20
39,27,12,21
39,26,5,22
40,4,1,1
40,1,1,2
40,13,6,3
40,21,4,4
40,3,3,5
40,17,9,6
40,2,2,7
40,9,2,8
40,22,11,9
40,18,11,10
40,25,3,11
40,24,5,12
40,14,9,13
40,15,7,14
40,5,4,15
40,8,6,16
40,19,8,17
40,26,5,18
40,16,12,19
40,23,7,20
40,11,8,21
40,27,12,22
41,1,1,1
41,4,1,2
41,2,2,3
41,8,6,4
41,13,6,5
41,17,9,6
41,3,3,7
41,9,2,8
41,21,4,9
41,15,7,10
41,11,8,11
41,24,5,12
41,22,11,13
41,14,9,14
41,18,11,15
41,26,5,16
41,19,8,17
41,23,7,18
41,25,3,19
41,16,12,20
41,27,12,21
41,5,4,22
42,1,1,1
42,4,1,2
42,13,6,3
42,8,6,4
42,2,2,5
42,5,4,6
42,20,2,7
42,15,7,8
42,17,9,9
42,21,4,10
42,14,9,11
42,23,7,12
42,18,11,13
42,3,3,14
42,22,11,15
42,19,8,16
42,25,3,17
42,11,8,18
42,24,5,19
42,26,5,20
42,16,12,21
42,27,12,22
43,13,6,1
43,1,1,2
43,8,6,3
43,9,2,4
43,21,4,5
43,5,4,6
43,2,2,7
43,15,7,8
43,3,3,9
43,4,1,10
43,23,7,11
43,18,11,12
43,22,11,13
43,17,9,14
43,26,5,15
43,14,9,16
43,24,5,17
43,25,3,18
43,19,8,19
43,27,12,20
43,16,12,21
43,11,8,22
44,1,1,1
44,8,6,2
44,4,1,3
44,13,6,4
44,9,2,5
44,23,7,6
44,5,4,7
44,21,4,8
44,2,2,9
44,15,7,10
44,17,9,11
44,14,9,12
44,25,3,13
44,22,11,14
44,26,5,15
44,24,5,16
44,3,3,17
44,18,11,18
44,19,8,19
44,16,12,20
44,11,8,21
45,8,6,1
45,4,1,2
45,13,6,3
45,2,2,4
45,9,2,5
45,17,9,6
45,5,4,7
45,15,7,8
45,23,7,9
45,1,1,10
45,3,3,11
45,25,3,12
45,21,4,13
45,22,11,14
45,19,8,15
45,11,8,16
45,18,11,17
45,26,5,18
45,24,5,19
45,14,9,20
45,16,12,21
45,28,12,22
46,1,1,1
46,2,2,2
46,8,6,3
46,3,3,4
46,23,7,5
46,4,1,6
46,9,2,7
46,15,7,8
46,17,9,9
46,14,9,10
46,5,4,11
46,25,3,12
46,21,4,13
46,13,6,14
46,19,8,15
46,24,5,16
46,18,11,17
46,22,11,18
46,11,8,19
46,20,5,20
46,16,12,21
46,29,12,22
47,13,6,1
47,1,1,2
47,8,6,3
47,4,1,4
47,9,2,5
47,2,2,6
47,5,4,7
47,3,3,8
47,15,7,9
47,21,4,10
47,19,8,11
47,17,9,12
47,14,9,13
47,25,3,14
47,24,5,15
47,23,7,16
47,11,8,17
47,20,5,18
47,16,12,19
47,29,12,20
47,18,11,21
47,22,11,22
48,4,1,1
48,1,1,2
48,13,6,3
48,2,2,4
48,8,6,5
48,9,2,6
48,5,4,7
48,3,3,8
48,15,7,9
48,18,11,10
48,17,9,11
48,22,11,12
48,25,3,13
48,19,8,14
48,21,4,15
48,20,5,16
48,11,8,17
48,23,7,18
48,24,5,19
48,14,9,20
48,16,12,21
48,29,12,22
49,8,6,1
49,13,6,2
49,4,1,3
49,1,1,4
49,3,3,5
49,2,2,6
49,17,9,7
49,15,7,8
49,5,4,9
49,23,7,10
49,14,9,11
49,18,11,12
49,24,5,13
49,9,2,14
49,25,3,15
49,20,5,16
49,22,11,17
49,11,8,18
49,16,12,19
49,19,8,20
49,29,12,21
49,21,4,22
50,1,1,1
50,4,1,2
50,8,6,3
50,13,6,4
50,2,2,5
50,18,11,6
50,17,9,7
50,20,5,8
50,9,2,9
50,21,4,10
50,5,4,11
50,14,9,12
50,15,7,13
50,24,5,14
50,23,7,15
50,3,3,16
50,22,11,17
50,25,3,18
50,19,8,19
50,16,12,20
50,11,8,21
50,29,12,22
51,1,1,1
51,8,6,2
51,13,6,3
51,4,1,4
51,14,9,5
51,23,7,6
51,17,9,7
51,2,2,8
51,9,2,9
51,18,11,10
51,24,5,11
51,15,7,12
51,5,4,13
51,19,8,14
51,3,3,15
51,22,11,16
51,20,5,17
51,21,4,18
51,25,3,19
51,11,8,20
51,16,12,21
51,29,12,22
52,13,6,1
52,1,1,2
52,8,6,3
52,4,1,4
52,17,9,5
52,2,2,6
52,9,2,7
52,15,7,8
52,14,9,9
52,3,3,10
52,22,11,11
52,21,4,12
52,20,5,13
52,24,5,14
52,23,7,15
52,18,11,16
52,5,4,17
52,11,8,18
52,6,3,19
52,19,8,20
52,16,12,21
52,29,12,22
18,1,1,1
18,9,2,2
18,5,1,3
18,13,6,4
18,2,2,5
18,15,7,6
18,3,3,7
18,14,9,8
18,20,5,9
18,22,11,10
18,4,4,11
18,18,11,12
18,6,3,13
18,17,9,14
18,8,6,15
18,21,10,16
18,7,5,17
18,10,7,18
18,11,8,19
18,12,4,20
18,19,8,21
19,13,6,1
19,8,6,2
19,15,7,3
19,9,2,4
19,2,2,5
19,17,9,6
19,4,4,7
19,5,1,8
19,1,1,9
19,10,7,10
19,18,11,11
19,14,9,12
19,12,4,13
19,22,11,14
19,20,5,15
19,3,3,16
19,21,10,17
19,7,5,18
19,11,8,19
19,16,10,20
19,19,8,21
19,6,3,22
20,9,2,1
20,13,6,2
20,1,1,3
20,8,6,4
20,5,1,5
20,2,2,6
20,15,7,7
20,3,3,8
20,18,11,9
20,4,4,10
20,17,9,11
20,22,11,12
20,10,7,13
20,12,4,14
20,7,5,15
20,6,3,16
20,14,9,17
20,21,10,18
20,20,5,19
20,16,10,20
20,19,8,21
20,11,8,22
21,8,6,1
21,4,4,2
21,13,6,3
21,9,2,4
21,1,1,5
21,5,1,6
21,17,9,7
21,15,7,8
21,2,2,9
21,12,4,10
21,22,11,11
21,6,3,12
21,18,11,13
21,10,7,14
21,3,3,15
21,7,5,16
21,14,9,17
21,20,5,18
21,21,10,19
21,16,10,20
21,19,8,21
21,11,8,22
22,13,6,1
22,5,1,2
22,1,1,3
22,8,6,4
22,9,2,5
22,17,9,6
22,4,4,7
22,15,7,8
22,2,2,9
22,14,9,10
22,3,3,11
22,22,11,12
22,18,11,13
22,20,5,14
22,10,7,15
22,6,3,16
22,12,4,17
22,7,5,18
22,16,10,19
22,21,10,20
23,13,6,1
23,8,6,2
23,1,1,3
23,5,1,4
23,9,2,5
23,3,3,6
23,4,4,7
23,15,7,8
23,17,9,9
23,10,7,10
23,18,11,11
23,2,2,12
23,6,3,13
23,22,11,14
23,14,9,15
23,7,5,16
23,12,4,17
23,16,10,18
23,20,5,19
23,21,10,20
24,1,1,1
24,9,2,2
24,8,6,3
24,4,4,4
24,3,3,5
24,13,6,6
24,5,1,7
24,2,2,8
24,22,11,9
24,17,9,10
24,10,7,11
24,6,3,12
24,14,9,13
24,15,7,14
24,12,4,15
24,16,10,16
24,21,10,17
24,7,5,18
25,8,6,1
25,13,6,2
25,4,4,3
25,15,7,4
25,9,2,5
25,17,9,6
25,14,9,7
25,10,7,8
25,12,4,9
25,5,1,10
25,2,2,11
25,20,5,12
25,1,1,13
25,7,5,14
25,6,3,15
25,18,11,16
25,21,10,17
25,16,10,18
25,3,3,19
25,22,11,20
26,5,1,1
26,17,9,2
26,8,6,3
26,1,1,4
26,2,2,5
26,4,4,6
26,12,4,7
26,20,5,8
26,13,6,9
26,9,2,10
26,14,9,11
26,10,7,12
26,7,5,13
26,15,7,14
26,6,3,15
26,22,11,16
26,18,11,17
26,16,10,18
26,21,10,19
27,1,1,1
27,13,6,2
27,5,1,3
27,15,7,4
27,4,4,5
27,8,6,6
27,9,2,7
27,17,9,8
27,20,5,9
27,14,9,10
27,10,7,11
27,2,2,12
27,3,3,13
27,18,11,14
27,7,5,15
27,6,3,16
27,12,4,17
27,22,11,18
27,16,10,19
27,21,10,20
28,1,1,1
28,5,1,2
28,13,6,3
28,9,2,4
28,10,7,5
28,8,6,6
28,4,4,7
28,17,9,8
28,15,7,9
28,12,4,10
28,20,5,11
28,18,11,12
28,14,9,13
28,3,3,14
28,2,2,15
28,6,3,16
28,22,11,17
28,21,10,18
28,7,5,19
28,16,10,20
29,13,6,1
29,1,1,2
29,9,2,3
29,8,6,4
29,5,1,5
29,20,5,6
29,15,7,7
29,2,2,8
29,3,3,9
29,7,5,10
29,6,3,11
29,4,4,12
29,10,7,13
29,17,9,14
29,12,4,15
29,18,11,16
29,14,9,17
29,21,10,18
30,1,1,1
30,13,6,2
30,5,1,3
30,8,6,4
30,2,2,5
30,4,4,6
30,17,9,7
30,9,2,8
30,7,5,9
30,20,5,10
30,15,7,11
30,12,4,12
30,10,7,13
30,14,9,14
30,3,3,15
30,22,11,16
30,18,11,17
30,16,10,18
30,6,3,19
30,21,10,20
31,20,5,1
31,5,1,2
31,17,9,3
31,7,5,4
31,3,3,5
31,13,6,6
31,15,7,7
31,4,4,8
31,10,7,9
31,2,2,10
31,9,2,11
31,21,10,12
31,14,9,13
31,8,6,14
31,1,1,15
31,22,11,16
31,12,4,17
31,6,3,18
31,18,11,19
31,16,10,20
32,13,6,1
32,1,1,2
32,8,6,3
32,9,2,4
32,5,1,5
32,20,5,6
32,10,7,7
32,3,3,8
32,2,2,9
32,6,3,10
32,15,7,11
32,18,11,12
32,17,9,13
32,14,9,14
32,4,4,15
32,12,4,16
32,7,5,17
32,22,11,18
32,16,10,19
33,1,1,1
33,8,6,2
33,5,1,3
33,4,4,4
33,13,6,5
33,9,2,6
33,15,7,7
33,10,7,8
33,20,5,9
33,7,5,10
33,14,9,11
33,12,4,12
33,17,9,13
33,6,3,14
33,3,3,15
33,2,2,16
33,22,11,17
33,18,11,18
33,16,10,19
33,21,10,20
34,1,1,1
34,8,6,2
34,13,6,3
34,4,4,4
34,5,1,5
34,20,5,6
34,15,7,7
34,7,5,8
34,2,2,9
34,12,4,10
34,9,2,11
34,10,7,12
34,22,11,13
34,3,3,14
34,14,9,15
34,17,9,16
34,6,3,17
34,18,11,18
34,16,10,19
34,21,10,20
35,13,6,1
35,15,7,2
35,8,6,3
35,1,1,4
35,5,1,5
35,4,4,6
35,20,5,7
35,2,2,8
35,7,5,9
35,10,7,10
35,12,4,11
35,17,9,12
35,9,2,13
35,14,9,14
35,22,11,15
35,6,3,16
35,18,11,17
35,3,3,18
35,21,10,19
35,16,10,20
1,18,23,1
1,22,23,2
1,20,9,3
1,9,2,4
1,3,3,5
1,13,6,6
1,8,6,7
1,17,9,8
1,2,2,9
1,4,4,10
1,6,3,11
1,5,1,12
1,67,5,13
1,12,4,14
1,21,10,15
1,16,10,16
1,7,5,17
1,1,1,18
2,18,23,1
2,15,7,2
2,10,7,3
2,3,3,4
2,17,9,5
2,9,2,6
2,8,6,7
2,22,23,8
2,4,4,9
2,2,2,10
2,6,3,11
2,1,1,12
2,20,9,13
2,5,1,14
2,7,5,15
2,13,6,16
2,12,4,17
2,21,10,18
2,16,10,19
2,67,5,20
3,20,9,1
3,4,4,2
3,17,9,3
3,22,23,4
3,18,23,5
3,15,7,6
3,3,3,7
3,8,6,8
3,1,1,9
3,67,5,10
3,2,2,11
3,5,1,12
3,13,6,13
3,6,3,14
3,7,5,15
3,12,4,16
3,9,2,17
3,16,10,18
3,10,7,19
3,21,10,20
4,15,7,1
4,10,7,2
4,20,9,3
4,18,23,4
4,1,1,5
4,22,23,6
4,4,4,7
4,13,6,8
4,3,3,9
4,8,6,10
4,5,1,11
4,6,3,12
4,9,2,13
4,2,2,14
4,12,4,15
4,67,5,16
4,21,10,17
4,17,9,18
4,16,10,19
4,7,5,20
5,18,23,1
5,20,9,2
5,22,23,3
5,13,6,4
5,17,9,5
5,10,7,6
5,15,7,7
5,4,4,8
5,3,3,9
5,9,2,10
5,6,3,11
5,12,4,12
5,2,2,13
5,1,1,14
5,67,5,15
5,8,6,16
5,7,5,17
5,5,1,18
5,16,10,19
5,21,10,20
6,18,23,1
6,8,6,2
6,22,23,3
6,20,9,4
6,13,6,5
6,3,3,6
6,5,1,7
6,17,9,8
6,4,4,9
6,6,3,10
6,67,5,11
6,12,4,12
6,21,10,13
6,7,5,14
6,16,10,15
6,2,2,16
6,9,2,17
6,15,7,18
6,1,1,19
7,20,9,1
7,18,23,2
7,22,23,3
7,17,9,4
7,15,7,5
7,8,6,6
7,13,6,7
7,4,4,8
7,3,3,9
7,9,2,10
7,2,2,11
7,6,3,12
7,10,7,13
7,5,1,14
7,16,10,15
7,1,1,16
7,12,4,17
7,67,5,18
7,21,10,19
7,7,5,20
8,20,9,1
8,22,23,2
8,17,9,3
8,15,7,4
8,6,3,5
8,18,23,6
8,3,3,7
8,10,7,8
8,8,6,9
8,4,4,10
8,13,6,11
8,9,2,12
8,5,1,13
8,12,4,14
8,2,2,15
8,21,10,16
8,7,5,17
8,1,1,18
8,67,5,19
9,17,9,1
9,22,23,2
9,18,23,3
9,20,9,4
9,1,1,5
9,5,1,6
9,16,10,7
9,13,6,8
9,8,6,9
9,12,4,10
9,2,2,11
9,4,4,12
9,6,3,13
9,15,7,14
9,3,3,15
9,9,2,16
9,67,5,17
9,21,10,18
9,7,5,19
9,10,7,20
10,4,4,1
10,20,9,2
10,17,9,3
10,1,1,4
10,3,3,5
10,5,1,6
10,8,6,7
10,18,23,8
10,6,3,9
10,67,5,10
10,15,7,11
10,22,23,12
10,10,7,13
10,12,4,14
10,2,2,15
10,21,10,16
10,16,10,17
10,9,2,18
10,153,5,19
11,1,1,1
11,5,1,2
11,22,23,3
11,20,9,4
11,18,23,5
11,8,6,6
11,3,3,7
11,4,4,8
11,17,9,9
11,9,2,10
11,2,2,11
11,16,10,12
11,10,7,13
11,154,4,14
11,67,5,15
11,21,10,16
11,6,3,17
11,15,7,18
11,153,5,19
11,69,6,20
12,21,10,1
12,15,7,2
12,2,2,3
12,22,23,4
12,9,2,5
12,8,6,6
12,10,7,7
12,20,9,8
12,17,9,9
12,3,3,10
12,16,10,11
12,1,1,12
12,4,4,13
12,18,23,14
12,5,1,15
12,67,5,16
12,153,5,17
12,6,3,18
12,154,4,19
12,69,6,20
13,1,1,1
13,16,10,2
13,8,6,3
13,5,1,4
13,22,23,5
13,18,23,6
13,24,10,7
13,4,4,8
13,20,9,9
13,17,9,10
13,15,7,11
13,154,4,12
13,9,2,13
13,21,6,14
13,2,2,15
13,10,7,16
13,6,3,17
13,3,3,18
13,67,5,19
14,1,1,1
14,20,9,2
14,3,3,3
14,17,9,4
14,4,4,5
14,10,7,6
14,9,2,7
14,5,1,8
14,22,23,9
14,6,3,10
14,18,23,11
14,8,6,12
14,67,5,13
14,15,7,14
14,16,10,15
14,153,5,16
14,21,6,17
14,154,4,18
14,24,10,19
15,20,9,1
15,15,7,2
15,1,1,3
15,2,2,4
15,8,6,5
15,22,23,6
15,3,3,7
15,16,10,8
15,9,2,9
15,18,23,10
15,5,1,11
15,153,5,12
15,67,5,13
15,21,6,14
15,6,3,15
15,4,4,16
15,154,4,17
15,24,10,18
16,22,23,1
16,17,9,2
16,16,10,3
16,15,7,4
16,8,6,5
16,67,5,6
16,3,3,7
16,9,2,8
16,6,3,9
16,4,4,10
16,155,7,11
16,153,5,12
16,154,4,13
16,18,23,14
16,20,9,15
16,5,1,16
16,1,1,17
16,2,2,18
16,21,6,19
16,24,10,20
17,1,1,1
17,20,9,2
17,17,9,3
17,22,23,4
17,18,23,5
17,15,7,6
17,9,2,7
17,2,2,8
17,3,3,9
17,67,5,10
17,8,6,11
17,155,7,12
17,6,3,13
17,153,5,14
17,4,4,15
17,24,10,16
17,16,10,17
17,5,1,18
17,154,4,19
17,21,6,20
337,20,9,1
337,13,6,2
337,4,6,3
337,1,1,4
337,3,131,5
337,17,9,6
337,30,131,7
337,18,1,8
337,9,4,9
337,16,10,10
337,22,3,11
337,24,10,12
337,807,3,13
337,37,15,14
337,67,5,15
337,155,15,16
337,808,4,17
337,153,5,18
337,10,166,19
337,15,205,20
337,5,205,21
337,810,166,22
338,20,9,1
338,17,9,2
338,4,6,3
338,18,1,4
338,13,6,5
338,3,131,6
338,30,131,7
338,22,3,8
338,9,4,9
338,16,10,10
338,1,1,11
338,67,5,12
338,24,10,13
338,37,15,14
338,807,3,15
338,155,15,16
338,153,5,17
338,808,4,18
338,5,205,19
338,15,205,20
338,811,164,21
338,812,164,22
339,17,9,1
339,3,131,2
339,20,9,3
339,16,10,4
339,807,3,5
339,9,4,6
339,22,3,7
339,30,131,8
339,155,15,9
339,24,10,10
339,808,4,11
339,37,15,12
339,67,5,13
339,153,5,14
339,5,205,15
339,10,166,16
339,18,1,17
339,15,205,18
339,4,6,19
339,1,1,20
339,13,6,21
339,812,164,22
339,811,164,23
339,810,166,24
340,20,9,1
340,17,9,2
340,4,6,3
340,3,131,4
340,18,1,5
340,1,1,6
340,13,6,7
340,9,4,8
340,30,131,9
340,16,10,10
340,22,3,11
340,153,5,12
340,67,5,13
340,808,4,14
340,155,15,15
340,807,3,16
340,37,15,17
340,24,10,18
340,10,166,19
340,15,205,20
340,5,205,21
340,810,166,22
340,811,164,23
341,17,9,1
341,20,9,2
341,1,1,3
341,4,6,4
341,18,1,5
341,30,131,6
341,9,4,7
341,3,131,8
341,13,6,9
341,155,15,10
341,16,10,11
341,37,15,12
341,807,3,13
341,67,5,14
341,153,5,15
341,24,10,16
341,22,3,17
341,15,205,18
341,808,4,19
341,5,205,20
341,811,164,21
341,10,166,22
341,810,166,23
341,812,164,24
342,17,9,1
342,9,4,2
342,20,9,3
342,13,6,4
342,1,1,5
342,3,131,6
342,30,131,7
342,18,1,8
342,22,3,9
342,24,10,10
342,807,3,11
342,16,10,12
342,67,5,13
342,808,4,14
342,37,15,15
342,155,15,16
342,153,5,17
342,5,205,18
342,15,205,19
342,10,166,20
342,810,166,21
342,811,164,22
342,812,164,23
343,17,9,1
343,1,1,2
343,20,9,3
343,18,1,4
343,30,131,5
343,3,131,6
343,9,4,7
343,13,6,8
343,808,4,9
343,155,15,10
343,16,10,11
343,4,6,12
343,37,15,13
343,67,5,14
343,22,3,15
343,153,5,16
343,807,3,17
343,24,10,18
343,15,205,19
343,5,205,20
343,10,166,21
343,811,164,22
343,810,166,23
343,812,164,24
344,1,1,1
344,20,9,2
344,4,6,3
344,18,1,4
344,24,10,5
344,13,6,6
344,17,9,7
344,9,4,8
344,16,10,9
344,3,131,10
344,22,3,11
344,807,3,12
344,30,131,13
344,808,4,14
344,67,5,15
344,153,5,16
344,37,15,17
344,155,15,18
344,5,205,19
344,15,205,20
344,10,166,21
344,811,164,22
344,810,166,23
344,812,164,24
345,20,9,1
345,17,9,2
345,1,1,3
345,4,6,4
345,13,6,5
345,9,4,6
345,18,1,7
345,807,3,8
345,22,3,9
345,808,4,10
345,67,5,11
345,3,131,12
345,16,10,13
345,24,10,14
345,30,131,15
345,37,15,16
345,153,5,17
345,155,15,18
345,15,205,19
345,5,205,20
345,810,166,21
345,10,166,22
345,812,164,23
345,811,164,24
346,20,9,1
346,17,9,2
346,4,6,3
346,1,1,4
346,3,131,5
346,9,4,6
346,13,6,7
346,22,3,8
346,37,15,9
346,30,131,10
346,16,10,11
346,155,15,12
346,807,3,13
346,18,1,14
346,808,4,15
346,67,5,16
346,153,5,17
346,5,205,18
346,10,166,19
346,24,10,20
346,15,205,21
346,810,166,22
346,812,164,23
346,29,164,24
347,20,9,1
347,4,6,2
347,13,6,3
347,17,9,4
347,18,1,5
347,1,1,6
347,9,4,7
347,22,3,8
347,3,131,9
347,807,3,10
347,30,131,11
347,155,15,12
347,808,4,13
347,37,15,14
347,153,5,15
